course_name,instructor,course url,course description,reviews_avg,reviews_count,course_duration,level
"Build three custom, functional websites in Django 3.0",Ivana Usorac,https://www.udemy.com/course/build-three-custom-functional-websites-in-django-30/,Build functionalities with Django on HTML themes,4.3,147 reviews,5 total hours,Beginner
WebRTC 2022 Practical Course. Build Video Chat With React,Marek Gryszkiewicz,https://www.udemy.com/course/webrtc-2021-practical-course-build-your-own-app-with-react/,Learn WebRTC by creating React application with direct and group calls.,4.5,147 reviews,8.5 total hours,All Levels
XML For Absolute Beginners: Learn to create your own tags,Bluelime Learning Solutions,https://www.udemy.com/course/xml-for-absolute-beginners-learn-to-create-your-own-tags/,XML is a popular standard for exchanging data between applications and organisations,4.6,147 reviews,2 total hours,Beginner
Node.js Design Patterns,Packt Publishing,https://www.udemy.com/course/nodejs-design-patterns/,Write efficient and resilient Node.js applications using industry-standard software design patterns,3.8,147 reviews,2.5 total hours,Intermediate
Python Programming: Build Matchmaking Website + Geolocator,Justin Mitchel,https://www.udemy.com/course/coding-for-entrepreneurs-matchmaker-geolocator/,Create a matchmaking site and a geolocator in Django/Python in this step-by-step tutorial by Coding for Entrepreneurs.,3.7,146 reviews,20 total hours,Intermediate
The Visual Guide on How Neural Networks Learn from Data,Mauricio Maroto,https://www.udemy.com/course/the-visual-guide-on-how-neural-networks-learn-from-data/,The BEST Resource for Understanding Neural Networks and How They Learn,4.6,146 reviews,3 total hours,Beginner
Quantitative Finance with R,Packt Publishing,https://www.udemy.com/course/quantitative-finance-with-r/,"Learn portfolio optimization, asset pricing, and risk management with R",4.6,146 reviews,3.5 total hours,Beginner
Web Design Accessibility Certificate,Chris Worfolk,https://www.udemy.com/course/web-accessibility/,"Master the fundamentals of inclusive design (including WCAG, ARIA, screen readers and lots more)",4.2,146 reviews,1.5 total hours,Beginner
Learn Python Programming to Land up in a Job,Suresh M S,https://www.udemy.com/course/learn-python-program/,Learn Python programming from scratch till advance topic along with application and game development to land up in a job,4.4,146 reviews,17.5 total hours,All Levels
Full Stack Web Development: Web From Zero with PHP 2022,Duhan Gökkaya,https://www.udemy.com/course/full-stack-web-development-web-from-zero-with-php-2020/,Full stack web development with html css bootstrap javascript jquery php and mysql.Learn web development from zero,4.6,146 reviews,15.5 total hours,All Levels
Learn CI/CD YAML pipelines with Azure DevOps - October 2022,Alireza Chegini,https://www.udemy.com/course/learn-cicd-yaml-pipelines-with-azure-devops/,"Learn the fundamentals of CI/CD pipeline, get started with CI/CD pipeline with this complete beginner’s course.",4.0,146 reviews,5 total hours,Beginner
Internet of Things using Augmented Reality in Unity IoTAR,Augmented Startups,https://www.udemy.com/course/internet-of-things-using-augmented-reality-and-unity-iotar/,Learn State of the Art Practical Augmented Reality Internet of Things IoTAR using Vuforia and Unity on Particle Photon,4.5,146 reviews,6 total hours,All Levels
Machine Learning and Artificial Intelligence Using Swift,Mohammad Azam,https://www.udemy.com/course/machine-learning-and-artificial-intelligence-using-swift/,"Learn Image Classifications, Turi Create, Sound Classification, Regression, Core ML, Create ML, Face Detection and more!",4.9,146 reviews,8.5 total hours,All Levels
Complete Python Programming from scratch | Python Projects,Goeduhub Technologies,https://www.udemy.com/course/complete-python-programming-from-scratch-to-advanced-with-projects/,"Python Programming from very basics to advanced level like Python GUI, Web Scraping , Pygame etc. Python Programming",4.5,146 reviews,6 total hours,Beginner
DevOps For Beginners: Saving Your Code From The Apocalypse,Patrick God,https://www.udemy.com/course/devops-saving-your-code-from-the-apocalypse/,What does DevOps mean? How does it benefit you? And what are the steps for a perfect Software Development Life Cycle?,4.4,146 reviews,1 total hour,Beginner
Blazor - Real World Developer Portfolio (WASM + Web API),Ruben Heeren,https://www.udemy.com/course/blazor-your-dev-portfolio/,"Learn in-demand technologies by building a dev portfolio: C#, .NET 6, Blazor WebAssembly, ASP.NET Web API and Azure.",4.4,146 reviews,16.5 total hours,Beginner
ASP.NET Core MVC - A Step by Step Course,"TELCOMA Global 70,000+ Students!",https://www.udemy.com/course/aspnet-core-mvc-course/,Master ASP NET Core MVC from the Experts. A Step by Step practical course to learn ASP.NET Core MVC easily,3.4,146 reviews,7 total hours,All Levels
Docker Complete Training,QScutter Tutorials,https://www.udemy.com/course/docker-essential-training/,"Virtualization, Docker Client, Docker Hub, Linux Containers and Much More",3.3,146 reviews,1.5 total hours,All Levels
Python Fundamental Class,The Apps Firm,https://www.udemy.com/course/python-fundamental-class/,Programming Concept for high School Students,4.3,146 reviews,2.5 total hours,Beginner
Getting Started with Ionic v2/v3 and Parse Server,Samarth Agarwal,https://www.udemy.com/course/getting-started-with-ionic-2-and-parse-server/,"Learn to build mobile apps for Android, iOS and Windows Phone Apps using Ionic v2/v3 and Parse Server as the backend.",4.7,145 reviews,2.5 total hours,All Levels
"Mastering SQL Server Query Languages - T-SQL, MDX, DAX & DMX",Siddharth Mehta,https://www.udemy.com/course/sql-server-ssas-query-languages-t-sql-mdx-dax-dmx/,"Query SQL Server, OLAP Cubes, Data Mining Models, Tabular Cubes &  OLTP Database with 4 query languages & 1000+ queries",3.8,145 reviews,6.5 total hours,All Levels
Complete Practical LINQ Tutorial in C#,Engineer Spock,https://www.udemy.com/course/master-linq-csharp/,"LINQ to Entities, LINQ to Objects, LINQ to XML, Functional Programming and LINQ",4.2,145 reviews,4.5 total hours,All Levels
The JavaScript Complete Guide Course,Muhammad Ismail,https://www.udemy.com/course/javascript-complete-guide-course/,"The JavaScript Complete Guide Course,  Modern JavaScript ES6 programming and web development",3.5,145 reviews,4 total hours,All Levels
Learn Basics of Web Design 2020 HTML CSS and Bootstrap,"Mohammed Khan, Mohammed Khan",https://www.udemy.com/course/learn-html-css-and-bootstrap-5-to-make-responsive-websites-t/,"The best course for learning the basics of HTML5 and CSS3 and Bootstrap 5 from scratch, perfect for beginners.",3.8,145 reviews,7.5 total hours,Beginner
The JavaScript Complete Guide Course,Muhammad Ismail,https://www.udemy.com/course/javascript-complete-guide-course/,"The JavaScript Complete Guide Course,  Modern JavaScript ES6 programming and web development",3.5,145 reviews,4 total hours,All Levels
Learn Basics of Web Design 2020 HTML CSS and Bootstrap,"Mohammed Khan, Mohammed Khan",https://www.udemy.com/course/learn-html-css-and-bootstrap-5-to-make-responsive-websites-t/,"The best course for learning the basics of HTML5 and CSS3 and Bootstrap 5 from scratch, perfect for beginners.",3.8,145 reviews,7.5 total hours,Beginner
iOS12 Bootcamp from Beginner to Professional iOS Developer,David Kababyan,https://www.udemy.com/course/ios12-bootcamp-from-beginner-to-professional-ios-developer/,"iOS 12, swift 4.2, iOS for beginners, iOS bootcamp, learn iOS development, swift for beginner, Coredata, realm, firebase",4.7,145 reviews,35 total hours,All Levels
Bash Scripting Basics,Frank Anemaet,https://www.udemy.com/course/bash-scripting-basics/,"Automate Linux, Unix or Mac",4.4,145 reviews,1 total hour,Beginner
Oracle PL/SQL Database Administration: 11g/12c DBA Developer,Infinite Knowledge,https://www.udemy.com/course/oracle-plsql-database-administration-11g12c-dba-developer/,"Oracle PLSQL Database Administration: Become A Oracle DBA 11g, Goldengate 12c Developer, Advanced SQL Java Certification",2.6,145 reviews,2.5 total hours,All Levels
Introduction to CMake,Dennis Groß,https://www.udemy.com/course/introduction-to-cmake/,Learn Managing Build Processes,4.2,145 reviews,1 total hour,Beginner
SQL Database for Beginners,Dollar Design School,https://www.udemy.com/course/sql-database-for-beginners/,Master SQL Database Creation and Development with Guru Martin Holzke. Use Your DB Skills to Create Mobile or Web Apps,3.8,145 reviews,6.5 total hours,Beginner
The Complete Delphi Masterclass: 3-in-1,Packt Publishing,https://www.udemy.com/course/the-complete-delphi-masterclass-3-in-1/,"Leverage the power of Delphi for cross-platform and mobile development on Windows, MacOS X, Android, and iOS",3.3,145 reviews,12.5 total hours,Beginner
AWS Serverless - Lambda & API Gateway - Complete Guide 2018,Shreya Vakil,https://www.udemy.com/course/aws-lambda-2017-the-complete-guide-with-hands-on-labs/,"Learn how to write, deploy & manage your own AWS Lambda functions",4.7,145 reviews,4 total hours,Beginner
Learn by Example : ReactJS,Loony Corn,https://www.udemy.com/course/learn-by-example-reactjs/,A step-by-step guide to component-driven development using React,4.2,145 reviews,7.5 total hours,Beginner
27hrs Data Structures +Algorithms StackQueueLinkedList C C++,Sonali Shrivastava,https://www.udemy.com/course/27hrs-datastructure-algorithm-cc-stack-queue-linkedlist/,Master Data Structures & Algorithms The Ultimate Coding Interview Bootcamp - Get more job offers,5.0,144 reviews,27 total hours,All Levels
"Quasar V1: Weather App for Mobile, Desktop & Web (Vue JS 2)",Danny Connell,https://www.udemy.com/course/weather-app-vue-js-quasar/,"Use Quasar V1 & Vue JS 2 to create a Beautiful, Cross-Platform Weather App for Web, iOS, Android, Mac & Windows",4.6,144 reviews,1.5 total hours,All Levels
Sublime Text for Rapid Web Development with code auto-format,Ryan Dhungel,https://www.udemy.com/course/sublime-text-for-rapid-web-development/,Learn to Customise Sublime Text 3 Editor Using Plugins Themes and Code Like A Pro. Generate Page layouts in minutes.,3.7,144 reviews,1.5 total hours,All Levels
Learn Java Basics in one hour with coding exercises,Sakshi Kohli,https://www.udemy.com/course/learn-java-basics/,Step into programming world by learning Java Basics with Hands-On-Training,3.8,144 reviews,1.5 total hours,Beginner
Learn by Example: JUnit,Loony Corn,https://www.udemy.com/course/learn-by-example-junit/,A comprehensive guide to JUnit with 25 solved examples,3.9,144 reviews,3 total hours,Beginner
Practical Data Science: Reducing High Dimensional Data in R,Manuel Amunategui,https://www.udemy.com/course/practical-data-science-reducing-high-dimensional-data-in-r/,"In this R course, we'll see how PCA can reduce a 5000+ variable data set into 10 variables and barely lose accuracy!",4.3,144 reviews,2.5 total hours,All Levels
How to Build an Instagram Clone w/ React Native & Firebase,Tim Moreton,https://www.udemy.com/course/part-1-how-to-build-instagram-react-native-firebase/,"Learn how to build an Instagram clone with React Native Expo, Firebase, Redux & React Navigation",3.9,144 reviews,11.5 total hours,Intermediate
"Learn HTML, CSS , jQuery and Bootstrap by Building Websites",Aysel Omer,https://www.udemy.com/course/learn-html-css-jquery-and-bootstrap-by-building-websites/,Start your career as Front End Developer. Learn how to build Modern and Responsive Website Using Latest Trends - 2022,4.4,144 reviews,8 total hours,All Levels
Learn App Development with Docker,"Eduonix Learning Solutions, Eduonix-Tech .",https://www.udemy.com/course/learn-app-development-with-docker/,The Ultimate Course to Master Development and Management of Web Apps on Docker,3.6,144 reviews,4.5 total hours,Beginner
React.JS: The Complete Course for Beginners,Meta Brains,https://www.udemy.com/course/reactjs-the-complete-course-for-beginners/,"Create web apps that are robust, quick, user-friendly, and responsive.",4.4,143 reviews,2 total hours,Beginner
The iOS Development Animations Course - Swift 5 & Xcode 10,Max Nelson,https://www.udemy.com/course/coreanimation/,"Master Quartz Core, Core Animation, Core Graphics, KeyFrames, and Animated NSLayoutConstraints in PURE code.",3.9,143 reviews,4 total hours,All Levels
Flask for beginners: Create Real World Interactive Apps,Bluelime Learning Solutions,https://www.udemy.com/course/flask-for-beginners-create-real-world-interactive-apps/,Learn Flask from scratch step by step,4.4,143 reviews,9.5 total hours,Beginner
Css Positioning For Absolute Beginners: A Basic Introduction,Bluelime Learning Solutions,https://www.udemy.com/course/learn-how-css-positioning-works-a/,Learn how to use CSS to specify the type of position and layout of an element,4.4,143 reviews,1 total hour,Beginner
Learn How to Make Trading Card Game Menus With Unity 3D,"Sandor Kiss, Vladimir Limarchenko",https://www.udemy.com/course/learn-how-to-make-trading-card-game-menus-with-unity-3d/,A full guide on menus and collection management in trading card games with Unity 3D.,4.2,143 reviews,7.5 total hours,All Levels
Android App Development: Create a Spotify Clone,Grant Klimaytys,https://www.udemy.com/course/android-app-development-create-a-spotify-clone/,Stream your music collection and learn how to play and control music on Android,4.7,143 reviews,6 total hours,All Levels
Building Better APIs with GraphQL,Matthew Mueller,https://www.udemy.com/course/building-better-apis-with-graphql/,Step-by-step guide to building a better and faster API with GraphQL,4.1,143 reviews,2.5 total hours,All Levels
Build An eCommerce Site With WooCommerce and WooLentor,HasThemes Academy,https://www.udemy.com/course/how-to-build-an-ecommerce-site-with-wordpress-woocommerce/,Learn how to build a professional eCommerce store using WordPress WooCommerce &  Elementor using all the best free tools,4.9,143 reviews,2 total hours,Beginner
Learning Path: Learn VMware VRealize Operations Manager,Packt Publishing,https://www.udemy.com/course/learning-path-learn-vmware-vrealize-operations-manager/,Explore ways to apply vROps to everyday operations management efficiently,4.1,143 reviews,6 total hours,Beginner
Setup XAMPP run a local server web development,Laurence Svekis,https://www.udemy.com/course/setup-xampp-local-server/,Explore the options for setting and configuring your local web development environment.  Easy local machine setup,3.6,143 reviews,1 total hour,Beginner
Data Science:Hands-on Covid-19 Data Analysis & Visualization,School of Disruptive Innovation,https://www.udemy.com/course/hands-on-covid-19-data-visualization-using-plotly-express/,"Create 45 graphs including Choropleth maps, WordCloud, Animation, Bar graphs, scatter plots & more to visualize Covid-19",4.0,143 reviews,2 total hours,All Levels
"Javascript Crash Course: Go From Zero to Basics, Dom and OOP",Nikoloz Sanakoevi,https://www.udemy.com/course/start-writing-javascript-today/,"Javascript for Beginners in Web Development: Essentials, Intermidiate & Object Oriented Programming from scratch + Quiz",3.7,143 reviews,3 total hours,Beginner
C Programming For Beginners,Luke's Programming School,https://www.udemy.com/course/learn-c-programming-for-complete-beginners/,"Learn C programming for beginners, Learn programming fundamentals, Be able to create C applications",4.1,143 reviews,2.5 total hours,All Levels
Python Loops and Looping Techniques: Beginner to Advanced,Estefania Cassingena Navone,https://www.udemy.com/course/python-loops-and-looping-techniques-beginner-to-advanced/,"Master Python For Loops, While Loops, Nested Loops and Advanced Looping Techniques (+ Projects and Exercises)",4.7,142 reviews,9 total hours,All Levels
DevOps Toolkit: Learn Kubernetes with Practical Exercises!,Samuel Lee,https://www.udemy.com/course/learn-kubernetes-using-google-cloud-gcp-kubernetes-engine/,Learn Kubernetes Using Google Cloud (GCP) Kubernetes Engine,4.2,143 reviews,2.5 total hours,Beginner
Data Structures and Algorithms using c++,Muhammad Hamza AbdulRehman,https://www.udemy.com/course/data-structures-and-algorithms-in-c-algorithms-and-data-structures/,"Concepts and coding of various data structures and algorithms like Trees, Linked List, Stack, Queue, Sorts and many more",4.8,143 reviews,2.5 total hours,All Levels
Twitter Bootstrap 2 for Beginners,Stone River eLearning,https://www.udemy.com/course/twitter-bootstrap/,Twitter Bootstrap is an amazing tool. Try it out today. ,3.9,143 reviews,44 total mins,Beginner
SwiftUI - Build Amazing Apps - With much less code,Stephen DeStefano,https://www.udemy.com/course/swiftuicourse/,"Learn how to work with Apples new declarative framework and build beautiful and stylish apps fast, with much less code",4.0,143 reviews,14 total hours,All Levels
Learn Firebase Core with React,"Jared Potter, Juan Lizarazo",https://www.udemy.com/course/learn-firebase/,"Learn How To Build & Deploy Firebase Cloud Functions, Firebase Web App Hosting, Firebase Auth, Firebase DBs, and More",4.5,143 reviews,7 total hours,All Levels
Apache Spark with Scala By Example,Todd McGrath,https://www.udemy.com/course/learning-spark/,"Advance your Spark skills and become more valuable, confident, and productive",3.6,143 reviews,3 total hours,All Levels
Unreal Engine 5 Blueprints: Multiplayer 2D RPG Platformer,Pixel Helmet,https://www.udemy.com/course/ue5-rpg-platformer/,Learn how to make a 2D game using Unreal Blueprints. Create and play multiplayer!,4.8,143 reviews,16.5 total hours,All Levels
Machine Learning: Beginner Reinforcement Learning in Python,Milo Spencer-Harper,https://www.udemy.com/course/machine-learning-beginner-reinforcement-learning-in-python/,How to teach a neural network to play a game using delayed gratification in 146 lines of Python code,4.6,143 reviews,2 total hours,Beginner
Git Essentials for Beginners (3 Courses in 1 with Live Labs),Coding Gears | Train Your Brain,https://www.udemy.com/course/mastering-git-for-beginners-and-experts/,Become a Git expert! Live Online Labs!,3.8,143 reviews,7.5 total hours,Beginner
Laravel & Realtime: Build Several Realtime Apps with Laravel,"JuanD MeGon, ProgramarYa By JuanDMeGon",https://www.udemy.com/course/laravel-realtime-create-multiple-realtime-applications-with-laravel/,"Build realtime notifications, games, chat rooms, and more realtime applications with Laravel and Websockets.",4.7,143 reviews,5 total hours,Intermediate
Unleash Machine Learning: Build Artificial Neuron in Python,Razvan Pistolea,https://www.udemy.com/course/unleash-machine-learning-build-artificial-neuron-in-python/,"A journey into Machine Learning concepts using your very own Artificial Neural Network: Load, Train, Predict, Evaluate",4.4,142 reviews,3 total hours,Beginner
Ionic & Angular JS: Principles Of Mobile and Web Development,Frahaan Hussain,https://www.udemy.com/course/ionic-course/,"Learn how to use Ionic, a framework that is supported on all major platforms and powers applications around the world.",4.1,142 reviews,2.5 total hours,Beginner
Secured Login Registration System in PHP - Email Activation,Md. A. Barik,https://www.udemy.com/course/secured-login-registration-system-in-php/,"Learn how to build login registration system with email verification, forgot password, remember me, recaptcha and more",4.3,142 reviews,6.5 total hours,All Levels
Rust Programming Recipes,Packt Publishing,https://www.udemy.com/course/rust-programming-recipes/,Take your apps to the next level with Rust,4.2,142 reviews,6.5 total hours,Intermediate
Kotlin for Android Development : Develop an App with Kotlin,"Concept Courses ⁯⁯⁯⁯⁯, Ted Horyczun",https://www.udemy.com/course/kotlin-for-android-development-development/,Develop a Real World Weather App Using Kotlin for Android Development,3.4,142 reviews,1 total hour,Beginner
Build Responsive Websites with Modern HTML & CSS with Sass,Ali Hossain,https://www.udemy.com/course/responsive-websites-modern-html-css-with-sass/,"Learn HTML5, CSS3 and web design by building real world websites with flexbox, grid and sass",4.4,142 reviews,13.5 total hours,Beginner
Kotlin for Android Development : Develop an App with Kotlin,"Concept Courses ⁯⁯⁯⁯⁯, Ted Horyczun",https://www.udemy.com/course/kotlin-for-android-development-development/,Develop a Real World Weather App Using Kotlin for Android Development,3.4,142 reviews,1 total hour,Beginner
Create your own cryptocurrency with ERC-20 tokens on ETH !,Guillaume TEILLET,https://www.udemy.com/course/create-your-own-cryptocurrency-with-erc-20-tokens/,Deploy your own cryptocurrency on the Ethereum blockchain,3.9,142 reviews,3 total hours,Beginner
SVG Ultimate Guide,Learn Tech Plus,https://www.udemy.com/course/learn-advanced-svg/,Everything you need to know to Build a Project from Scratch Using SVG,4.0,142 reviews,3 total hours,All Levels
Data Warehousing for beginners.,Skill Tree,https://www.udemy.com/course/data-warehousing-for-beginners/,Learn to implement a Data Warehouse Solution from scratch,4.2,142 reviews,6 total hours,Beginner
Object Oriented Programming in Python - Aided with Diagrams,"Kumail Raza, Frahaan Hussain",https://www.udemy.com/course/object-oriented-programming-in-python/,"Concept Building, Syntax and Examples of Object Oriented Programming (OOP) in Python including Inheritance",3.5,142 reviews,43 total mins,All Levels
Learn Rust in 7 Days,Packt Publishing,https://www.udemy.com/course/learn-rust-in-7-days/,"Use the full power of Rust to make fast, maintainable systems level programs in one week",3.9,142 reviews,5.5 total hours,Intermediate
Unity Android : Build 8 Mobile Games with Unity & C#,Raja Biswas,https://www.udemy.com/course/unity-android-game-development/,"Learn Android Game Development with Unity , Build 8 Android Games with Unity & C# ( Unity 2022 Updated )",4.4,142 reviews,17.5 total hours,Beginner
Flutter & Firebase Chat App: Master Flutter and Firebase,Hussain Mustafa,https://www.udemy.com/course/flutter-20-firebase-build-a-chat-app-for-ios-android/,The Ultimate Flutter and Firebase Course: Develop A Powerful Flutter and Firebase Powered Chat Application,4.2,142 reviews,10.5 total hours,All Levels
Machine Learning and Deep Learning using Tensor Flow & Keras,"Dr Aashish Dikshit, PHD(Founder of Lakshmish academy)",https://www.udemy.com/course/dlmltensorflow/,A-Z Course for Google's Deep Learning Framework - TensorFlow with Python! Learn to use functions and apply Codes.,2.5,142 reviews,11 total hours,All Levels
Learn Basic Data science and Python Libraries,Akbar Khan,https://www.udemy.com/course/basics-data-science-with-numpy-pandas-and-matplotlib/,Covers all Essential Python topics and Libraries for Data Science or Machine Learning Beginner Such as numpy pandas etc.,3.0,142 reviews,2.5 total hours,Beginner
CodeIgniter Course: The Complete Guide (Step by Step),Fatah Gabrial,https://www.udemy.com/course/complete-codeigniter-course-for-beginners-step-by-step/,Learn to build dynamic web application with CodeIgniter. In-Depth training on developing fully functional CRUD App.,3.9,142 reviews,3 total hours,All Levels
Learn JavaScript Programming in 7 Days,Faisal Zamir,https://www.udemy.com/course/learn-javascript-programming-in-7-days/,[100%] You will Learn JavaScript Programming in 7 Days in Which all the Concept you will clear with Programming Examples,4.2,142 reviews,6.5 total hours,All Levels
"Complete Codecamp On C, C++, C#, Java & Python Programming!","Emenwa Global, Zoolord Academy",https://www.udemy.com/course/complete-codecamp-on-c-c-c-java-python-programming/,"Obtain core programming skills & certification! Master practical C, C++, C#, Java & Python from scratch for beginners",4.3,142 reviews,82.5 total hours,Beginner
Let's Build a Go version of Laravel,Trevor Sawler,https://www.udemy.com/course/lets-build-a-go-version-of-laravel/,"Build a reusable Go module and command line application that makes building a web application simple, fast and secure.",4.8,141 reviews,19.5 total hours,Intermediate
Phonegap & Ludei - Build HTML5 CSS & JS Apps,Lawrence Turton,https://www.udemy.com/course/phonegap-ludei/,Learn the basic Phonegap/Cordova API's and get an insight into Ludei's CocoonJS canvas+ view for accelerated graphics!,3.8,141 reviews,10.5 total hours,Intermediate
Projects with JSON and APIs,Komar Academy,https://www.udemy.com/course/projects-with-json-and-apis/,Learn how to access JSON data through APIs and then manipulate the data in your application.,4.1,141 reviews,2 total hours,All Levels
Learn Bootstrap 4 The Complete Guide by Building 8 Projects,Juan Pablo De la torre Valdez,https://www.udemy.com/course/learn-bootstrap-4-the-most-popular-html5-css3-js-framework/,Learn Bootstrap 4 CSS Framework by Building 8 Projects & 1 WordPress Theme from Scratch with this 100% practical course!,4.3,141 reviews,18 total hours,All Levels
Artificial Intelligence IV - Reinforcement Learning in Java,Holczer Balazs,https://www.udemy.com/course/artificial-intelligence-iv-reinforcement-learning-in-java/,"All you need to know about Markov Decision processes, value- and policy-iteation as well as about Q learning approach",4.6,141 reviews,3 total hours,All Levels
Intro to 3d Modeling Using Blender,3dmotive LLC,https://www.udemy.com/course/3dmotive-intro-to-3d-modeling-using-blender/,"In this course, instructor Alan Thorn is going to be giving a comprehensive introduction to Blender for Game Artists!",3.2,141 reviews,5.5 total hours,Beginner
Project with Laravel PHP:Make a doctor appointment system,Ranjeet Karki,https://www.udemy.com/course/laravel-php-doctor-appointment-web-application/,"Make a doctor appointment web application with Laravel, PHP framework",4.1,141 reviews,12 total hours,Intermediate
Ajax in JavaScript/ JQuery + PHP + Creating Chat App in 2021,"Usman Raoof, Fahad Chaudhry",https://www.udemy.com/course/ajax-in-javascript-and-jquery-with-php/,Learn Ajax in JavaScript and JQuery with PHP in 2021. Chat Application will give you the whole idea about Ajax,4.0,141 reviews,1.5 total hours,All Levels
Python Programming : from absolute beginners to heroes!,Delcio Tchinanamata,https://www.udemy.com/course/python-programming-from-absolute-beginners-to-heroes/,Increase your skills driving yourself from beginner to intermediate with the fastest trending course in the World!,4.0,141 reviews,7 total hours,Beginner
The Fun and Easy Guide to Machine Learning using Keras,"Augmented Startups, Minerva Singh",https://www.udemy.com/course/machine-learning-fun-and-easy-using-python-and-keras/,Learn 16 Machine Learning Algorithms in a Fun and Easy along with Practical Python Labs using Keras,3.9,141 reviews,5 total hours,Beginner
Build a Crypto Currency Portfolio App With Ruby on Rails,John Elder,https://www.udemy.com/course/build-a-crypto-currency-portfolio-app-with-ruby-on-rails/,How To Use An API To Get Crypto Currency Data With Ruby On Rails,4.0,141 reviews,4.5 total hours,Beginner
Working with Vue 3 and Go (Golang),Trevor Sawler,https://www.udemy.com/course/working-with-vue-3-and-go/,Learn how to work with Vue 3 and a Go back end from an award winning university professor.,4.6,141 reviews,15 total hours,Intermediate
DjangoFlix - Build a Netflix-Like Service in Django & Python,Justin Mitchel,https://www.udemy.com/course/djangoflix/,Learn advanced Django concepts to build better & more resilient web applications.,4.5,141 reviews,9.5 total hours,Intermediate
Bitbucket Complete: Learn Git with Bitbucket Cloud-Hands On,Mahesha K,https://www.udemy.com/course/bitbucket-complete-learn-git-with-bitbucket-cloud-hands-on/,Step By Step guide to Learn Git with Bitbucket Cloud and GIT GUI for Beginners and Intermediate - 2022,4.4,141 reviews,2.5 total hours,Intermediate
Microsoft SQL from scratch - Beginner to Expert,Bluelime Learning Solutions,https://www.udemy.com/course/learn-microsoft-sql-t-sql-beginner-to-expert/,Practical Hands-on Real World SQL Skills,4.4,141 reviews,8 total hours,All Levels
C++ Programming for Beginners,OCSALY - Online Computer Science Academy,https://www.udemy.com/course/c-programming-for-everyone/,Learn Beginning C++ Programming and Start your software engineering carrer now !,3.8,141 reviews,3 total hours,Beginner
Node Program: From 0 to Hero with Nodejs and MongoDB,Azat Mardan,https://www.udemy.com/course/nodeprogram/,Build and deploy Nodejs and MongoDB REST API apps while watching the lectures by the author of 11 books on JS/Node,4.0,140 reviews,9.5 total hours,Intermediate
"Java 8 bootcamp (Java8, Collections, JDBC, MySQL, Servlets)",Shrirang Korde,https://www.udemy.com/course/smt-java-advjava/,Java Hands-on development,4.2,140 reviews,16 total hours,Beginner
Django by Example,Packt Publishing,https://www.udemy.com/course/django-by-example/,Create your own line of successful web applications with Django,4.0,140 reviews,9 total hours,Expert
"Java 8 bootcamp (Java8, Collections, JDBC, MySQL, Servlets)",Shrirang Korde,https://www.udemy.com/course/smt-java-advjava/,Java Hands-on development,4.2,140 reviews,16 total hours,Beginner
Python MasterClass for Beginners,Academy 365,https://www.udemy.com/course/python-tutorial-masterclass/,Get complete knowledge of Programming in Python,4.2,140 reviews,9.5 total hours,Beginner
Visual Studio Code for Developers 2022: Beginner to Advanced,Estefania Cassingena Navone,https://www.udemy.com/course/learn-visual-studio-code-vscode-course/,"Learn Visual Studio Code, Extensions, Shortcuts, Version Control, Debugging, Jupyter Notebooks, Markdown, and More.",4.7,140 reviews,7.5 total hours,Beginner
Java 101: Java Programming for Beginners,"Dollar Design School, Zachary Kingston",https://www.udemy.com/course/java-programming-for-beginners/,Learn the Fundamentals of Programming with Java.  Start Coding Like The Pros.,4.0,140 reviews,8 total hours,Beginner
Byte-Sized-Chunks: Recommendation Systems,Loony Corn,https://www.udemy.com/course/recommendation-systems/,Build a movie recommendation system in Python - master both theory and practice,3.9,140 reviews,4.5 total hours,All Levels
Apache Zookeeper Tutorial from Scratch,Tutorial Drive,https://www.udemy.com/course/apache-zookeeper-tutorial-from-scratch/,"Explore the concepts of Apache Zookeeper like why and when it is used, Installation, configuration and operations.",2.8,140 reviews,1.5 total hours,All Levels
Office365 and AzureAD for Developers,Sahil Malik,https://www.udemy.com/course/office365dev/,"Understand the fundamental AzureAD concepts necessary for calling Office365 APIs, 3rd party APIs, and custom APIs",4.3,140 reviews,7.5 total hours,Intermediate
SQLite for beginners,Bluelime Learning Solutions,https://www.udemy.com/course/sqlite-for-beginners/,Practical Hands -on Introduction to SQLite,4.7,140 reviews,4 total hours,Beginner
Realtime apps with Swift & Firebase acquire impressive skill,Icaro Lavrador,https://www.udemy.com/course/firebase/,"Build a chat app that works in real time using Firebase and Swift, be the best developer impress your boss and friends",3.6,140 reviews,17 total hours,All Levels
Deep Learning for NLP with TensorFlow,CARLOS QUIROS,https://www.udemy.com/course/mastering-nlp-with-deep-learning-in-keras/,"Word2Vec, Glove, FastText, Universal Sentence Encoder, GRU, LSTM, Conv1D, Seq2Seq, MachineTranslation, ChatBot, and more",4.1,140 reviews,8.5 total hours,Intermediate
Flutter 3.0&Firebase Build a Grocery App&WEB Admin Panel,Hadi Kachmar,https://www.udemy.com/course/flutter-210firebase-build-a-grocery-app-with-admin-panel/,Flutter 3.0&Firebase Build a Grocery App with a WEB Admin panel From scratch with payment gateway integration,4.5,140 reviews,17.5 total hours,All Levels
